name,category,geometry
Unnamed Location,mice,POINT (1.5328427 42.5091137)
Unnamed Location,mice,POINT (1.5319825 42.5094427)
Unnamed Location,mice,POINT (1.5323985 42.5088805)
Unnamed Location,mice,POINT (1.5279408 42.5073749)
Unnamed Location,mice,POINT (1.5280223 42.5073911)
Unnamed Location,mice,POINT (1.5281336 42.5074262)
Unnamed Location,mice,POINT (1.5282176 42.5074655)
Unnamed Location,mice,POINT (1.5282728 42.5075071)
Unnamed Location,mice,POINT (1.5283216 42.5075521)
Unnamed Location,mice,POINT (1.5283793 42.5076121)
Unnamed Location,mice,POINT (1.5285199 42.5077701)
Unnamed Location,mice,POINT (1.5280269 42.5057907)
Unnamed Location,mice,POINT (1.5278804 42.505746)
Unnamed Location,mice,POINT (1.527959 42.5055878)
Unnamed Location,mice,POINT (1.5271034 42.5053351)
Unnamed Location,mice,POINT (1.5270378 42.5054582)
Unnamed Location,mice,POINT (1.5282362 42.5060714)
Unnamed Location,mice,POINT (1.528099 42.5058889)
Unnamed Location,mice,POINT (1.5295566 42.5091902)
Unnamed Location,mice,POINT (1.5308637 42.5055611)
Unnamed Location,mice,POINT (1.5301724 42.5051872)
Unnamed Location,mice,POINT (1.5316074 42.5058796)
Unnamed Location,mice,POINT (1.5315954 42.505439)
Unnamed Location,mice,POINT (1.5317518 42.5054802)
Unnamed Location,mice,POINT (1.5318723 42.5055631)
Unnamed Location,mice,POINT (1.5319105 42.5056258)
Unnamed Location,mice,POINT (1.5316982 42.5058644)
Unnamed Location,mice,POINT (1.5317874 42.5058578)
Unnamed Location,mice,POINT (1.5318343 42.5058577)
Unnamed Location,mice,POINT (1.5335386 42.5060499)
Unnamed Location,mice,POINT (1.5322947 42.5065183)
Unnamed Location,mice,POINT (1.532364 42.5063867)
Unnamed Location,mice,POINT (1.5324191 42.5063187)
Unnamed Location,mice,POINT (1.5324583 42.5062977)
Unnamed Location,mice,POINT (1.5324954 42.5062893)
Unnamed Location,mice,POINT (1.5326058 42.5065788)
Unnamed Location,mice,POINT (1.5328916 42.5065919)
Unnamed Location,mice,POINT (1.5306364 42.5096041)
Unnamed Location,mice,POINT (1.5322756 42.5057352)
Unnamed Location,mice,POINT (1.5325655 42.5057977)
Unnamed Location,mice,POINT (1.5325845 42.5058205)
Unnamed Location,mice,POINT (1.5327207 42.5057329)
Unnamed Location,mice,POINT (1.5326233 42.5056821)
Unnamed Location,mice,POINT (1.5323849 42.5056331)
Unnamed Location,mice,POINT (1.532293 42.5056506)
Unnamed Location,mice,POINT (1.5327096 42.5057871)
Unnamed Location,mice,POINT (1.5325166 42.5060265)
Unnamed Location,mice,POINT (1.5324991 42.5060178)
Unnamed Location,mice,POINT (1.5302358 42.5066097)
Unnamed Location,mice,POINT (1.530341 42.5065274)
Unnamed Location,mice,POINT (1.5303274 42.5056045)
Unnamed Location,mice,POINT (1.5301366 42.5065407)
Unnamed Location,mice,POINT (1.5323261 42.5088748)
Unnamed Location,mice,POINT (1.5359371 42.5076753)
Unnamed Location,mice,POINT (1.5363069 42.5076996)
Unnamed Location,mice,POINT (1.5374202 42.5078711)
Unnamed Location,mice,POINT (1.5372284 42.5076622)
Unnamed Location,mice,POINT (1.5335895 42.5065033)
Unnamed Location,mice,POINT (1.5381962 42.5093438)
Unnamed Location,mice,POINT (1.5386522 42.5093619)
Unnamed Location,mice,POINT (1.5377632 42.5094694)
Unnamed Location,mice,POINT (1.5374425 42.5094439)
Unnamed Location,mice,POINT (1.5386668 42.5089562)
Unnamed Location,mice,POINT (1.5381863 42.5089887)
Unnamed Location,mice,POINT (1.5377872 42.5088901)
Unnamed Location,mice,POINT (1.5363739 42.5074329)
Unnamed Location,mice,POINT (1.5338926 42.50927)
Unnamed Location,mice,POINT (1.5339576 42.5087086)
Unnamed Location,mice,POINT (1.5381906 42.5093071)
Unnamed Location,mice,POINT (1.5383083 42.5088805)
Unnamed Location,mice,POINT (1.5354066 42.5080353)
Unnamed Location,mice,POINT (1.5344246 42.5082317)
Unnamed Location,mice,POINT (1.5353759 42.5082971)
Unnamed Location,mice,POINT (1.5375374 42.5094475)
Unnamed Location,mice,POINT (1.5386657 42.5093298)
Unnamed Location,mice,POINT (1.5377971 42.5094934)
Unnamed Location,mice,POINT (1.5378139 42.5095344)
Unnamed Location,mice,POINT (1.5378258 42.5098548)
Unnamed Location,mice,POINT (1.5378215 42.5099115)
Unnamed Location,mice,POINT (1.5360093 42.5076759)
Unnamed Location,mice,POINT (1.5371328 42.507798)
Unnamed Location,mice,POINT (1.5344734 42.5081791)
Unnamed Location,mice,POINT (1.5345802 42.508054)
Unnamed Location,mice,POINT (1.538993 42.5081254)
Unnamed Location,mice,POINT (1.5394019 42.50819)
Unnamed Location,mice,POINT (1.5394704 42.5081491)
Unnamed Location,mice,POINT (1.5394969 42.5079611)
Unnamed Location,mice,POINT (1.5394877 42.5079219)
Unnamed Location,mice,POINT (1.5394029 42.5078781)
Unnamed Location,mice,POINT (1.5390345 42.507864)
Unnamed Location,mice,POINT (1.5374908 42.5088962)
Unnamed Location,mice,POINT (1.5367306 42.5075271)
Unnamed Location,mice,POINT (1.5346327 42.5079961)
Unnamed Location,mice,POINT (1.5354002 42.5080898)
Unnamed Location,mice,POINT (1.53386 42.5094329)
Unnamed Location,mice,POINT (1.5338045 42.5095913)
Unnamed Location,mice,POINT (1.5337682 42.5096625)
Unnamed Location,mice,POINT (1.5337562 42.509707)
Unnamed Location,mice,POINT (1.5337368 42.5097231)
Unnamed Location,mice,POINT (1.5336958 42.5097337)
Unnamed Location,mice,POINT (1.5336571 42.5097391)
Unnamed Location,mice,POINT (1.5335943 42.5097551)
Unnamed Location,mice,POINT (1.5337035 42.5061174)
Unnamed Location,mice,POINT (1.5337622 42.5062095)
Unnamed Location,mice,POINT (1.5337548 42.5063163)
Unnamed Location,mice,POINT (1.533616 42.5062914)
Unnamed Location,mice,POINT (1.5394425 42.5081799)
Unnamed Location,mice,POINT (1.5377235 42.5094592)
Unnamed Location,mice,POINT (1.53745 42.5098671)
Unnamed Location,mice,POINT (1.5374437 42.5095092)
Unnamed Location,mice,POINT (1.5352517 42.5082886)
Unnamed Location,mice,POINT (1.5349724 42.5082696)
Unnamed Location,mice,POINT (1.5373584 42.508958)
Unnamed Location,mice,POINT (1.5370521 42.5090635)
Unnamed Location,mice,POINT (1.5377081 42.5088862)
Unnamed Location,mice,POINT (1.5383151 42.5089593)
Unnamed Location,mice,POINT (1.5381838 42.5089159)
Unnamed Location,mice,POINT (1.5381842 42.5088804)
Unnamed Location,mice,POINT (1.5385362 42.5093757)
Unnamed Location,mice,POINT (1.5385835 42.5093809)
Unnamed Location,mice,POINT (1.5386201 42.5093759)
Unnamed Location,mice,POINT (1.533647 42.5060898)
Unnamed Location,mice,POINT (1.5337446 42.5061505)
Unnamed Location,mice,POINT (1.5337585 42.5062883)
Unnamed Location,mice,POINT (1.5394491 42.5078897)
Unnamed Location,mice,POINT (1.5345763 42.5082427)
Unnamed Location,mice,POINT (1.5368229 42.509241)
Unnamed Location,mice,POINT (1.5367709 42.5091895)
Unnamed Location,mice,POINT (1.5372468 42.5089382)
Unnamed Location,mice,POINT (1.5377076 42.5089055)
Unnamed Location,mice,POINT (1.5377028 42.5092948)
Unnamed Location,mice,POINT (1.5377523 42.5092836)
Unnamed Location,mice,POINT (1.5377777 42.5092686)
Unnamed Location,mice,POINT (1.5377942 42.5092414)
Unnamed Location,mice,POINT (1.5367693 42.5077463)
Unnamed Location,mice,POINT (1.5369988 42.5077746)
Unnamed Location,mice,POINT (1.5373256 42.5076878)
Unnamed Location,mice,POINT (1.5373874 42.507748)
Unnamed Location,mice,POINT (1.5358099 42.5073958)
Unnamed Location,mice,POINT (1.5357427 42.5074264)
Unnamed Location,mice,POINT (1.5356874 42.5076084)
Unnamed Location,mice,POINT (1.5357096 42.5074535)
Unnamed Location,mice,POINT (1.5356985 42.5076534)
Unnamed Location,mice,POINT (1.5357616 42.5076709)
Unnamed Location,mice,POINT (1.5369327 42.5092477)
Unnamed Location,mice,POINT (1.5374172 42.5078083)
Unnamed Location,mice,POINT (1.5420002 42.5099099)
Unnamed Location,mice,POINT (1.5419598 42.5087316)
Unnamed Location,mice,POINT (1.5420262 42.5084427)
Unnamed Location,mice,POINT (1.5416121 42.5083796)
Unnamed Location,mice,POINT (1.5415347 42.5086649)
Unnamed Location,mice,POINT (1.5416435 42.5086825)
Unnamed Location,mice,POINT (1.5420309 42.5084984)
Unnamed Location,mice,POINT (1.5420537 42.5084488)
Unnamed Location,mice,POINT (1.5415433 42.5086332)
Unnamed Location,mice,POINT (1.5416924 42.5083905)
Unnamed Location,mice,POINT (1.5419014 42.5084232)
Unnamed Location,mice,POINT (1.5418614 42.5087163)
Unnamed Location,mice,POINT (1.5418548 42.5087153)
Unnamed Location,mice,POINT (1.5484362 42.5078799)
Unnamed Location,mice,POINT (1.5483161 42.5075964)
Unnamed Location,mice,POINT (1.5485514 42.5073044)
Unnamed Location,mice,POINT (1.5487305 42.507352)
Unnamed Location,mice,POINT (1.5520437 42.5045951)
Unnamed Location,mice,POINT (1.5522195 42.5046446)
Unnamed Location,mice,POINT (1.5524893 42.5042192)
Unnamed Location,mice,POINT (1.5525091 42.5041401)
Unnamed Location,mice,POINT (1.5524084 42.5041129)
Unnamed Location,mice,POINT (1.5523342 42.5041487)
Unnamed Location,mice,POINT (1.5483272 42.5082822)
Unnamed Location,mice,POINT (1.5482724 42.5082932)
Unnamed Location,mice,POINT (1.5481956 42.508005)
Unnamed Location,mice,POINT (1.5479665 42.5092989)
Unnamed Location,mice,POINT (1.5478102 42.508885)
Unnamed Location,mice,POINT (1.5477657 42.5087689)
Unnamed Location,mice,POINT (1.5477645 42.5087464)
Unnamed Location,mice,POINT (1.5477759 42.5087351)
Unnamed Location,mice,POINT (1.5480147 42.508678)
Unnamed Location,mice,POINT (1.5481418 42.5090002)
Unnamed Location,mice,POINT (1.5481786 42.509195)
Unnamed Location,mice,POINT (1.548077 42.5092821)
Unnamed Location,mice,POINT (1.5482011 42.5076963)
Unnamed Location,mice,POINT (1.5484278 42.507849)
Unnamed Location,mice,POINT (1.548349 42.5081901)
Unnamed Location,mice,POINT (1.5485632 42.5076147)
Unnamed Location,mice,POINT (1.5493478 42.5071962)
Unnamed Location,mice,POINT (1.5492576 42.5071597)
Unnamed Location,mice,POINT (1.5493758 42.507022)
Unnamed Location,mice,POINT (1.5494114 42.5068881)
Unnamed Location,mice,POINT (1.5493263 42.5068674)
Unnamed Location,mice,POINT (1.5490811 42.5072561)
Unnamed Location,mice,POINT (1.5491571 42.5072828)
Unnamed Location,mice,POINT (1.5524722 42.5042461)
Unnamed Location,mice,POINT (1.5484151 42.507454)
Unnamed Location,mice,POINT (1.5482649 42.5076389)
Unnamed Location,mice,POINT (1.531451 42.5116003)
Unnamed Location,mice,POINT (1.5312646 42.5119682)
Unnamed Location,mice,POINT (1.5317178 42.512093)
Unnamed Location,mice,POINT (1.5331441 42.5108375)
Unnamed Location,mice,POINT (1.5333067 42.5105993)
Unnamed Location,mice,POINT (1.5335049 42.5107293)
Unnamed Location,mice,POINT (1.5319779 42.5129375)
Unnamed Location,mice,POINT (1.5320302 42.5128159)
Unnamed Location,mice,POINT (1.5319521 42.5129736)
Unnamed Location,mice,POINT (1.5321307 42.5126162)
Unnamed Location,mice,POINT (1.5324258 42.5126997)
Unnamed Location,mice,POINT (1.5322907 42.5129605)
Unnamed Location,mice,POINT (1.5321388 42.5130181)
Unnamed Location,mice,POINT (1.5320031 42.5129865)
Unnamed Location,mice,POINT (1.5310438 42.5123015)
Unnamed Location,mice,POINT (1.5312198 42.5123473)
Unnamed Location,mice,POINT (1.531136 42.5115119)
Unnamed Location,mice,POINT (1.5309147 42.5117541)
Unnamed Location,mice,POINT (1.5310421 42.5119889)
Unnamed Location,mice,POINT (1.5310488 42.5120322)
Unnamed Location,mice,POINT (1.5310254 42.512047)
Unnamed Location,mice,POINT (1.5310539 42.5121607)
Unnamed Location,mice,POINT (1.5310539 42.512241)
Unnamed Location,mice,POINT (1.5309479 42.5118152)
Unnamed Location,mice,POINT (1.5313406 42.5122863)
Unnamed Location,mice,POINT (1.5310303 42.5120666)
Unnamed Location,mice,POINT (1.5310539 42.5122225)
Unnamed Location,mice,POINT (1.5316776 42.5120853)
Unnamed Location,mice,POINT (1.5238203 42.5189183)
Unnamed Location,mice,POINT (1.5237731 42.5190733)
Unnamed Location,mice,POINT (1.5238893 42.5189551)
Unnamed Location,mice,POINT (1.5243047 42.518778)
Unnamed Location,mice,POINT (1.5238423 42.5191069)
Unnamed Location,mice,POINT (1.5239007 42.5191125)
Unnamed Location,mice,POINT (1.5239478 42.5188269)
Unnamed Location,mice,POINT (1.5239122 42.5188063)
Unnamed Location,mice,POINT (1.5240723 42.5188204)
Unnamed Location,mice,POINT (1.5240519 42.5189468)
Unnamed Location,mice,POINT (1.5244475 42.5186561)
Unnamed Location,mice,POINT (1.5243136 42.5186331)
Unnamed Location,mice,POINT (1.5241688 42.5187174)
Unnamed Location,mice,POINT (1.5241053 42.5187745)
Unnamed Location,mice,POINT (1.5391842 42.5113063)
Unnamed Location,mice,POINT (1.5398052 42.5115518)
Unnamed Location,mice,POINT (1.5391289 42.5116444)
Unnamed Location,mice,POINT (1.5397179 42.5111841)
Unnamed Location,mice,POINT (1.5393094 42.511527)
Unnamed Location,mice,POINT (1.5396603 42.5116191)
Unnamed Location,mice,POINT (1.5394134 42.5116478)
Unnamed Location,mice,POINT (1.5398004 42.5113762)
Unnamed Location,mice,POINT (1.5377946 42.5099425)
Unnamed Location,mice,POINT (1.5374516 42.509955)
Unnamed Location,mice,POINT (1.5387099 42.5102078)
Unnamed Location,mice,POINT (1.5387978 42.5103861)
Unnamed Location,mice,POINT (1.5384178 42.5105374)
Unnamed Location,mice,POINT (1.5381706 42.5106543)
Unnamed Location,mice,POINT (1.5380269 42.5106323)
Unnamed Location,mice,POINT (1.5380699 42.5101675)
Unnamed Location,mice,POINT (1.533699 42.5109364)
Unnamed Location,mice,POINT (1.5360485 42.5116913)
Unnamed Location,mice,POINT (1.5359372 42.5118687)
Unnamed Location,mice,POINT (1.5361486 42.5118009)
Unnamed Location,mice,POINT (1.5364629 42.5121237)
Unnamed Location,mice,POINT (1.5364899 42.5121557)
Unnamed Location,mice,POINT (1.5364973 42.5122354)
Unnamed Location,mice,POINT (1.5364399 42.5122729)
Unnamed Location,mice,POINT (1.5380152 42.5101822)
Unnamed Location,mice,POINT (1.5379905 42.5102355)
Unnamed Location,mice,POINT (1.5380147 42.5106085)
Unnamed Location,mice,POINT (1.5380837 42.510661)
Unnamed Location,mice,POINT (1.5379225 42.5133181)
Unnamed Location,mice,POINT (1.537542 42.5099613)
Unnamed Location,mice,POINT (1.53945 42.5112502)
Unnamed Location,mice,POINT (1.5395677 42.511221)
Unnamed Location,mice,POINT (1.5335595 42.5107834)
Unnamed Location,mice,POINT (1.5337159 42.5109586)
Unnamed Location,mice,POINT (1.5335944 42.5110428)
Unnamed Location,mice,POINT (1.5381663 42.5101729)
Unnamed Location,mice,POINT (1.5380096 42.5131738)
Unnamed Location,mice,POINT (1.5378245 42.5132608)
Unnamed Location,mice,POINT (1.5377035 42.5132006)
Unnamed Location,mice,POINT (1.5379258 42.5130883)
Unnamed Location,mice,POINT (1.5379575 42.5131304)
Unnamed Location,mice,POINT (1.5395386 42.5121647)
Unnamed Location,mice,POINT (1.5395188 42.5120545)
Unnamed Location,mice,POINT (1.5394025 42.5119964)
Unnamed Location,mice,POINT (1.5393904 42.5119272)
Unnamed Location,mice,POINT (1.5395306 42.5118998)
Unnamed Location,mice,POINT (1.5396787 42.5117858)
Unnamed Location,mice,POINT (1.5398232 42.5117648)
Unnamed Location,mice,POINT (1.5399201 42.5119205)
Unnamed Location,mice,POINT (1.5399601 42.5120174)
Unnamed Location,mice,POINT (1.5396566 42.5121476)
Unnamed Location,mice,POINT (1.5377253 42.50997)
Unnamed Location,mice,POINT (1.538056 42.510652)
Unnamed Location,mice,POINT (1.5389608 42.5118217)
Unnamed Location,mice,POINT (1.5390283 42.511739)
Unnamed Location,mice,POINT (1.5386542 42.5116702)
Unnamed Location,mice,POINT (1.5387681 42.5118042)
Unnamed Location,mice,POINT (1.536495 42.5104798)
Unnamed Location,mice,POINT (1.5365358 42.5101336)
Unnamed Location,mice,POINT (1.5365358 42.5101033)
Unnamed Location,mice,POINT (1.5365213 42.5100837)
Unnamed Location,mice,POINT (1.5364996 42.5100695)
Unnamed Location,mice,POINT (1.5364658 42.5100606)
Unnamed Location,mice,POINT (1.5354181 42.5099882)
Unnamed Location,mice,POINT (1.53535 42.5100089)
Unnamed Location,mice,POINT (1.5353379 42.5100303)
Unnamed Location,mice,POINT (1.5353283 42.5100552)
Unnamed Location,mice,POINT (1.5353268 42.5100776)
Unnamed Location,mice,POINT (1.5352872 42.5104237)
Unnamed Location,mice,POINT (1.5352872 42.5104469)
Unnamed Location,mice,POINT (1.5352945 42.5104718)
Unnamed Location,mice,POINT (1.5353162 42.5104896)
Unnamed Location,mice,POINT (1.5353476 42.5104967)
Unnamed Location,mice,POINT (1.5354055 42.5105003)
Unnamed Location,mice,POINT (1.5363736 42.5105574)
Unnamed Location,mice,POINT (1.5364151 42.5105575)
Unnamed Location,mice,POINT (1.5364489 42.5105534)
Unnamed Location,mice,POINT (1.5364761 42.5105344)
Unnamed Location,mice,POINT (1.5364912 42.5105076)
Unnamed Location,mice,POINT (1.5353819 42.5099896)
Unnamed Location,mice,POINT (1.5336409 42.5108602)
Unnamed Location,mice,POINT (1.5361195 42.5118147)
Unnamed Location,mice,POINT (1.5362797 42.5119679)
Unnamed Location,mice,POINT (1.5363839 42.5120686)
Unnamed Location,mice,POINT (1.5365011 42.5121889)
Unnamed Location,mice,POINT (1.5364631 42.5122911)
Unnamed Location,mice,POINT (1.5359982 42.5118318)
Unnamed Location,mice,POINT (1.535918 42.5117634)
Unnamed Location,mice,POINT (1.5364915 42.5122478)
Unnamed Location,mice,POINT (1.536501 42.5122058)
Unnamed Location,mice,POINT (1.5353645 42.5099976)
Unnamed Location,mice,POINT (1.5352947 42.510358)
Unnamed Location,mice,POINT (1.5354026 42.5099888)
Unnamed Location,mice,POINT (1.5362056 42.5100426)
Unnamed Location,mice,POINT (1.5363401 42.5100519)
Unnamed Location,mice,POINT (1.5362423 42.5100452)
Unnamed Location,mice,POINT (1.536456 42.5100599)
Unnamed Location,mice,POINT (1.5377727 42.50996)
Unnamed Location,mice,POINT (1.5380365 42.5101716)
Unnamed Location,mice,POINT (1.5379967 42.5102031)
Unnamed Location,mice,POINT (1.538125 42.5106637)
Unnamed Location,mice,POINT (1.5383849 42.5105697)
Unnamed Location,mice,POINT (1.5390934 42.5115792)
Unnamed Location,mice,POINT (1.5395303 42.5116394)
Unnamed Location,mice,POINT (1.5398654 42.5115186)
Unnamed Location,mice,POINT (1.539575 42.5112192)
Unnamed Location,mice,POINT (1.5391622 42.5116448)
Unnamed Location,mice,POINT (1.5398185 42.5115445)
Unnamed Location,mice,POINT (1.5394137 42.5120526)
Unnamed Location,mice,POINT (1.5399309 42.5119467)
Unnamed Location,mice,POINT (1.5399242 42.5119304)
Unnamed Location,mice,POINT (1.5395263 42.512096)
Unnamed Location,mice,POINT (1.5387842 42.5119517)
Unnamed Location,mice,POINT (1.5387466 42.5119207)
Unnamed Location,mice,POINT (1.5385785 42.5116973)
Unnamed Location,mice,POINT (1.5393981 42.511971)
Unnamed Location,mice,POINT (1.5390401 42.5117835)
Unnamed Location,mice,POINT (1.5388336 42.5119209)
Unnamed Location,mice,POINT (1.5388983 42.5118753)
Unnamed Location,mice,POINT (1.5380461 42.513196)
Unnamed Location,mice,POINT (1.5362755 42.5129035)
Unnamed Location,mice,POINT (1.5363706 42.5128741)
Unnamed Location,mice,POINT (1.5364558 42.5130347)
Unnamed Location,mice,POINT (1.5360808 42.5129691)
Unnamed Location,mice,POINT (1.5361435 42.5129459)
Unnamed Location,mice,POINT (1.5360672 42.5130346)
Unnamed Location,mice,POINT (1.5360384 42.5131226)
Unnamed Location,mice,POINT (1.5360495 42.5131455)
Unnamed Location,mice,POINT (1.5360738 42.5131634)
Unnamed Location,mice,POINT (1.5361004 42.5131699)
Unnamed Location,mice,POINT (1.5361291 42.5131683)
Unnamed Location,mice,POINT (1.5361557 42.5131601)
Unnamed Location,mice,POINT (1.5363946 42.5130541)
Unnamed Location,mice,POINT (1.5368414 42.5129991)
Unnamed Location,mice,POINT (1.5369465 42.513212)
Unnamed Location,mice,POINT (1.5366269 42.5132863)
Unnamed Location,mice,POINT (1.5365379 42.5130916)
Unnamed Location,mice,POINT (1.5366173 42.5132653)
Unnamed Location,mice,POINT (1.5380144 42.5106033)
Unnamed Location,mice,POINT (1.5379277 42.5133129)
Unnamed Location,mice,POINT (1.5350029 42.5137543)
Unnamed Location,mice,POINT (1.5350135 42.5138273)
Unnamed Location,mice,POINT (1.5351147 42.5138643)
Unnamed Location,mice,POINT (1.5355055 42.5138184)
Unnamed Location,mice,POINT (1.5355215 42.5137444)
Unnamed Location,mice,POINT (1.5352549 42.5137297)
Unnamed Location,mice,POINT (1.5351162 42.5137323)
Unnamed Location,mice,POINT (1.5359602 42.5117401)
Unnamed Location,mice,POINT (1.5391903 42.5115601)
Unnamed Location,mice,POINT (1.5398329 42.5117804)
Unnamed Location,mice,POINT (1.5422765 42.5106335)
Unnamed Location,mice,POINT (1.5422102 42.510628)
Unnamed Location,mice,POINT (1.5421662 42.5108369)
Unnamed Location,mice,POINT (1.5422747 42.5099783)
Unnamed Location,mice,POINT (1.5418836 42.5107221)
Unnamed Location,mice,POINT (1.5420824 42.5103642)
Unnamed Location,mice,POINT (1.5418556 42.5103018)
Unnamed Location,mice,POINT (1.5419945 42.5107295)
Unnamed Location,mice,POINT (1.542317 42.5108625)
Unnamed Location,mice,POINT (1.5411242 42.5116175)
Unnamed Location,mice,POINT (1.5410273 42.5116351)
Unnamed Location,mice,POINT (1.5409164 42.5114695)
Unnamed Location,mice,POINT (1.5410506 42.5113651)
Unnamed Location,mice,POINT (1.5412097 42.5116147)
Unnamed Location,mice,POINT (1.5428323 42.5132163)
Unnamed Location,mice,POINT (1.543052 42.5132265)
Unnamed Location,mice,POINT (1.543308 42.5132006)
Unnamed Location,mice,POINT (1.5433976 42.5131594)
Unnamed Location,mice,POINT (1.5434553 42.5130215)
Unnamed Location,mice,POINT (1.543446 42.5129944)
Unnamed Location,mice,POINT (1.5431938 42.512668)
Unnamed Location,mice,POINT (1.5431111 42.5127257)
Unnamed Location,mice,POINT (1.5430392 42.5127567)
Unnamed Location,mice,POINT (1.5429252 42.5127872)
Unnamed Location,mice,POINT (1.5428105 42.5128028)
Unnamed Location,mice,POINT (1.5423772 42.5107037)
Unnamed Location,mice,POINT (1.5423083 42.5108811)
Unnamed Location,mice,POINT (1.5420511 42.510425)
Unnamed Location,mice,POINT (1.5418775 42.5106446)
Unnamed Location,mice,POINT (1.5420503 42.5104296)
Unnamed Location,mice,POINT (1.5419424 42.510726)
Unnamed Location,mice,POINT (1.5421573 42.5108664)
Unnamed Location,mice,POINT (1.5423355 42.5106407)
Unnamed Location,mice,POINT (1.5415341 42.5110558)
Unnamed Location,mice,POINT (1.5417453 42.5110826)
Unnamed Location,mice,POINT (1.5414263 42.5112098)
Unnamed Location,mice,POINT (1.541195 42.5111152)
Unnamed Location,mice,POINT (1.5411302 42.5111789)
Unnamed Location,mice,POINT (1.5412611 42.5112594)
Unnamed Location,mice,POINT (1.5413373 42.5113522)
Unnamed Location,mice,POINT (1.5414339 42.5113053)
Unnamed Location,mice,POINT (1.5415139 42.5113906)
Unnamed Location,mice,POINT (1.5416244 42.5113222)
Unnamed Location,mice,POINT (1.5417413 42.5113166)
Unnamed Location,mice,POINT (1.541491 42.5110499)
Unnamed Location,mice,POINT (1.54114 42.5111849)
Unnamed Location,mice,POINT (1.5404288 42.5111142)
Unnamed Location,mice,POINT (1.5403494 42.5109808)
Unnamed Location,mice,POINT (1.5405455 42.5109112)
Unnamed Location,mice,POINT (1.5406588 42.5110718)
Unnamed Location,mice,POINT (1.5406279 42.5111012)
Unnamed Location,mice,POINT (1.540175 42.5116006)
Unnamed Location,mice,POINT (1.5402405 42.5115665)
Unnamed Location,mice,POINT (1.5403406 42.5115041)
Unnamed Location,mice,POINT (1.5403849 42.5115339)
Unnamed Location,mice,POINT (1.5403805 42.5116736)
Unnamed Location,mice,POINT (1.5404509 42.5115971)
Unnamed Location,mice,POINT (1.5401372 42.5116091)
Unnamed Location,mice,POINT (1.5402267 42.511706)
Unnamed Location,mice,POINT (1.5402661 42.511691)
Unnamed Location,mice,POINT (1.5403347 42.5116802)
Unnamed Location,mice,POINT (1.5403081 42.5116844)
Unnamed Location,mice,POINT (1.5432022 42.5125859)
Unnamed Location,mice,POINT (1.543218 42.5125481)
Unnamed Location,mice,POINT (1.5432581 42.5125119)
Unnamed Location,mice,POINT (1.5432869 42.5124982)
Unnamed Location,mice,POINT (1.5433085 42.5125838)
Unnamed Location,mice,POINT (1.5433004 42.5126094)
Unnamed Location,mice,POINT (1.5433124 42.5126512)
Unnamed Location,mice,POINT (1.5433928 42.5128507)
Unnamed Location,mice,POINT (1.5434527 42.5130899)
Unnamed Location,mice,POINT (1.5434339 42.5131262)
Unnamed Location,mice,POINT (1.5431771 42.5132233)
Unnamed Location,mice,POINT (1.543244 42.5132173)
Unnamed Location,mice,POINT (1.5431189 42.513227)
Unnamed Location,mice,POINT (1.5433542 42.5131822)
Unnamed Location,mice,POINT (1.5428185 42.5129359)
Unnamed Location,mice,POINT (1.5428182 42.5129628)
Unnamed Location,mice,POINT (1.5432973 42.5125394)
Unnamed Location,mice,POINT (1.5428283 42.5131437)
Unnamed Location,mice,POINT (1.5432322 42.5125353)
Unnamed Location,mice,POINT (1.5428993 42.5127907)
Unnamed Location,mice,POINT (1.5431519 42.5126973)
Unnamed Location,mice,POINT (1.5419092 42.5107238)
Unnamed Location,mice,POINT (1.5404838 42.5113326)
Unnamed Location,mice,POINT (1.5403805 42.5112029)
Unnamed Location,mice,POINT (1.5403239 42.5112359)
Unnamed Location,mice,POINT (1.5405346 42.511516)
Unnamed Location,mice,POINT (1.5404021 42.511428)
Unnamed Location,mice,POINT (1.5408659 42.5112715)
Unnamed Location,mice,POINT (1.5406344 42.5110372)
Unnamed Location,mice,POINT (1.5406625 42.511126)
Unnamed Location,mice,POINT (1.5205479 42.5252612)
Unnamed Location,mice,POINT (1.520576 42.5248669)
Unnamed Location,mice,POINT (1.520568 42.5248105)
Unnamed Location,mice,POINT (1.5204808 42.524685)
Unnamed Location,mice,POINT (1.5204386 42.5250227)
Unnamed Location,mice,POINT (1.5237698 42.5326819)
Unnamed Location,mice,POINT (1.5240537 42.5325155)
Unnamed Location,mice,POINT (1.5236198 42.5329523)
Unnamed Location,mice,POINT (1.5238146 42.5329366)
Unnamed Location,mice,POINT (1.523565 42.5326279)
Unnamed Location,mice,POINT (1.5229967 42.5318273)
Unnamed Location,mice,POINT (1.5233549 42.5320578)
Unnamed Location,mice,POINT (1.5234971 42.5321428)
Unnamed Location,mice,POINT (1.5235749 42.5322165)
Unnamed Location,mice,POINT (1.5239043 42.5326705)
Unnamed Location,mice,POINT (1.5237269 42.5325569)
Unnamed Location,mice,POINT (1.5237694 42.5326236)
Unnamed Location,mice,POINT (1.5238426 42.532613)
Unnamed Location,mice,POINT (1.5236066 42.532874)
Unnamed Location,mice,POINT (1.5240262 42.5323903)
Unnamed Location,mice,POINT (1.5239396 42.5323676)
Unnamed Location,mice,POINT (1.5238645 42.532528)
Unnamed Location,mice,POINT (1.523878 42.5325507)
