name,category,geometry
Unnamed Location,mice,POINT (1.5174905 42.5011235)
Unnamed Location,mice,POINT (1.5173686 42.5010778)
Unnamed Location,mice,POINT (1.517402 42.5010294)
Unnamed Location,mice,POINT (1.5178251 42.5011075)
Unnamed Location,mice,POINT (1.5177905 42.5011217)
Unnamed Location,mice,POINT (1.5177462 42.5011246)
Unnamed Location,mice,POINT (1.5176846 42.5011132)
Unnamed Location,mice,POINT (1.5173484 42.5014216)
Unnamed Location,mice,POINT (1.5173833 42.5013762)
Unnamed Location,mice,POINT (1.5172267 42.5013103)
Unnamed Location,mice,POINT (1.5172703 42.5012425)
Unnamed Location,mice,POINT (1.5177389 42.5016676)
Unnamed Location,mice,POINT (1.5174357 42.5009826)
Unnamed Location,mice,POINT (1.5174634 42.5009929)
Unnamed Location,mice,POINT (1.5175004 42.5010122)
Unnamed Location,mice,POINT (1.5178949 42.5011262)
Unnamed Location,mice,POINT (1.517293 42.5009297)
Unnamed Location,mice,POINT (1.5172813 42.5008172)
Unnamed Location,mice,POINT (1.5171015 42.5007225)
Unnamed Location,mice,POINT (1.5173937 42.5006382)
Unnamed Location,mice,POINT (1.5174892 42.5006961)
Unnamed Location,mice,POINT (1.5175328 42.5010039)
Unnamed Location,mice,POINT (1.5174758 42.5009705)
Unnamed Location,mice,POINT (1.5174221 42.5009334)
Unnamed Location,mice,POINT (1.5173718 42.5009248)
Unnamed Location,mice,POINT (1.5173333 42.5009285)
Unnamed Location,mice,POINT (1.5168124 42.503116)
Unnamed Location,mice,POINT (1.5171796 42.5026464)
Unnamed Location,mice,POINT (1.5171133 42.5028633)
Unnamed Location,mice,POINT (1.5171199 42.5031274)
Unnamed Location,mice,POINT (1.5171111 42.5031454)
Unnamed Location,mice,POINT (1.5170889 42.503147)
Unnamed Location,mice,POINT (1.5168854 42.5031062)
Unnamed Location,mice,POINT (1.518162 42.5010602)
Unnamed Location,mice,POINT (1.5187031 42.5010106)
Unnamed Location,mice,POINT (1.5187628 42.5010986)
Unnamed Location,mice,POINT (1.5184893 42.5014521)
Unnamed Location,mice,POINT (1.5183834 42.5015855)
Unnamed Location,mice,POINT (1.5180522 42.5014592)
Unnamed Location,mice,POINT (1.5180869 42.5014038)
Unnamed Location,mice,POINT (1.5181193 42.5014114)
Unnamed Location,mice,POINT (1.5176192 42.5000507)
Unnamed Location,mice,POINT (1.5174335 42.4992817)
Unnamed Location,mice,POINT (1.5174579 42.4993375)
Unnamed Location,mice,POINT (1.5174064 42.4993497)
Unnamed Location,mice,POINT (1.5177685 42.4995919)
Unnamed Location,mice,POINT (1.5176924 42.499418)
Unnamed Location,mice,POINT (1.5176236 42.4994343)
Unnamed Location,mice,POINT (1.5175452 42.4992552)
Unnamed Location,mice,POINT (1.5173712 42.4992695)
Unnamed Location,mice,POINT (1.51735 42.4992737)
Unnamed Location,mice,POINT (1.5172826 42.4991147)
Unnamed Location,mice,POINT (1.5172075 42.4990011)
Unnamed Location,mice,POINT (1.5170708 42.4988592)
Unnamed Location,mice,POINT (1.5171324 42.4988166)
Unnamed Location,mice,POINT (1.517404 42.4989387)
Unnamed Location,mice,POINT (1.5175387 42.4988947)
Unnamed Location,mice,POINT (1.5177255 42.4989713)
Unnamed Location,mice,POINT (1.517714 42.4989969)
Unnamed Location,mice,POINT (1.5178278 42.4990332)
Unnamed Location,mice,POINT (1.5178969 42.4994086)
Unnamed Location,mice,POINT (1.5178026 42.4995989)
Unnamed Location,mice,POINT (1.5174615 42.4989199)
Unnamed Location,mice,POINT (1.5175255 42.4998032)
Unnamed Location,mice,POINT (1.5174238 42.4996047)
Unnamed Location,mice,POINT (1.517744 42.4997527)
Unnamed Location,mice,POINT (1.5177008 42.4999063)
Unnamed Location,mice,POINT (1.517709 42.5000062)
Unnamed Location,mice,POINT (1.5174518 42.4996594)
Unnamed Location,mice,POINT (1.5153541 42.5021457)
Unnamed Location,mice,POINT (1.5155723 42.5027895)
Unnamed Location,mice,POINT (1.5157048 42.5027091)
Unnamed Location,mice,POINT (1.5152924 42.5020961)
Unnamed Location,mice,POINT (1.5150242 42.5022951)
Unnamed Location,mice,POINT (1.5151214 42.5024088)
Unnamed Location,mice,POINT (1.5154164 42.5026671)
Unnamed Location,mice,POINT (1.5166464 42.503267)
Unnamed Location,mice,POINT (1.513973 42.5021099)
Unnamed Location,mice,POINT (1.5140914 42.502021)
Unnamed Location,mice,POINT (1.5141279 42.5021361)
Unnamed Location,mice,POINT (1.5140096 42.5021463)
Unnamed Location,mice,POINT (1.5118277 42.5034634)
Unnamed Location,mice,POINT (1.5130286 42.5038026)
Unnamed Location,mice,POINT (1.5128777 42.5039319)
Unnamed Location,mice,POINT (1.5125566 42.5034598)
Unnamed Location,mice,POINT (1.5129019 42.5039415)
Unnamed Location,mice,POINT (1.5164979 42.5068455)
Unnamed Location,mice,POINT (1.5170031 42.5069525)
Unnamed Location,mice,POINT (1.516422 42.5066478)
Unnamed Location,mice,POINT (1.5201767 42.5065723)
Unnamed Location,mice,POINT (1.5197498 42.5065613)
Unnamed Location,mice,POINT (1.5202456 42.5066137)
Unnamed Location,mice,POINT (1.5200383 42.5064633)
Unnamed Location,mice,POINT (1.5198257 42.5067948)
Unnamed Location,mice,POINT (1.52004 42.5068187)
Unnamed Location,mice,POINT (1.5201187 42.5064897)
Unnamed Location,mice,POINT (1.5197245 42.5066639)
Unnamed Location,mice,POINT (1.5198136 42.50651)
Unnamed Location,mice,POINT (1.5199045 42.5068239)
Unnamed Location,mice,POINT (1.5201242 42.5067374)
Unnamed Location,mice,POINT (1.5199655 42.5068409)
Unnamed Location,mice,POINT (1.5201803 42.5066832)
Unnamed Location,mice,POINT (1.5201942 42.5065484)
Unnamed Location,mice,POINT (1.5197486 42.5067263)
Unnamed Location,mice,POINT (1.5198709 42.5064794)
Unnamed Location,mice,POINT (1.5199504 42.5064587)
Unnamed Location,mice,POINT (1.5197248 42.5066235)
Unnamed Location,mice,POINT (1.5161914 42.5034178)
Unnamed Location,mice,POINT (1.5202614 42.5050131)
Unnamed Location,mice,POINT (1.5204001 42.5044885)
Unnamed Location,mice,POINT (1.5163476 42.5067562)
Unnamed Location,mice,POINT (1.5165424 42.506691)
Unnamed Location,mice,POINT (1.5166229 42.5067155)
Unnamed Location,mice,POINT (1.5167091 42.5067429)
Unnamed Location,mice,POINT (1.516808 42.5067669)
Unnamed Location,mice,POINT (1.516917 42.5067835)
Unnamed Location,mice,POINT (1.5170306 42.5067924)
Unnamed Location,mice,POINT (1.5171432 42.5067907)
Unnamed Location,mice,POINT (1.5171546 42.5068848)
Unnamed Location,mice,POINT (1.5172881 42.5068856)
Unnamed Location,mice,POINT (1.5172767 42.5069903)
Unnamed Location,mice,POINT (1.5171603 42.5069703)
Unnamed Location,mice,POINT (1.5171452 42.5069798)
Unnamed Location,mice,POINT (1.5171103 42.5069891)
Unnamed Location,mice,POINT (1.5170219 42.5069728)
Unnamed Location,mice,POINT (1.5167624 42.5069192)
Unnamed Location,mice,POINT (1.5163574 42.5067892)
Unnamed Location,mice,POINT (1.5200166 42.5068257)
Unnamed Location,mice,POINT (1.5200676 42.5064729)
Unnamed Location,mice,POINT (1.5185566 42.5058061)
Unnamed Location,mice,POINT (1.5185352 42.5056997)
Unnamed Location,mice,POINT (1.5187464 42.5057853)
Unnamed Location,mice,POINT (1.5184796 42.5058137)
Unnamed Location,mice,POINT (1.5185081 42.5060115)
Unnamed Location,mice,POINT (1.5185131 42.5060386)
Unnamed Location,mice,POINT (1.518659 42.5061017)
Unnamed Location,mice,POINT (1.5188719 42.5057717)
Unnamed Location,mice,POINT (1.5186809 42.5060677)
Unnamed Location,mice,POINT (1.5185016 42.505966)
Unnamed Location,mice,POINT (1.5183976 42.5056224)
Unnamed Location,mice,POINT (1.5183629 42.5055543)
Unnamed Location,mice,POINT (1.5183879 42.505533)
Unnamed Location,mice,POINT (1.5185208 42.5055003)
Unnamed Location,mice,POINT (1.5186094 42.5054946)
Unnamed Location,mice,POINT (1.518827 42.5054946)
Unnamed Location,mice,POINT (1.5188251 42.5056693)
Unnamed Location,mice,POINT (1.5185555 42.5056735)
Unnamed Location,mice,POINT (1.5185343 42.5056764)
Unnamed Location,mice,POINT (1.5202946 42.5048876)
Unnamed Location,mice,POINT (1.5203307 42.5050231)
Unnamed Location,mice,POINT (1.5164938 42.5035458)
Unnamed Location,mice,POINT (1.5139098 42.5035503)
Unnamed Location,mice,POINT (1.5143376 42.5039197)
Unnamed Location,mice,POINT (1.5145094 42.5038127)
Unnamed Location,mice,POINT (1.5140755 42.5034332)
Unnamed Location,mice,POINT (1.5172822 42.5069393)
Unnamed Location,mice,POINT (1.5170477 42.5069853)
Unnamed Location,mice,POINT (1.5170773 42.5069915)
Unnamed Location,mice,POINT (1.5170401 42.5069816)
Unnamed Location,mice,POINT (1.5203722 42.5248204)
Unnamed Location,mice,POINT (1.5204057 42.5249509)
Unnamed Location,mice,POINT (1.5163437 42.5327379)
Unnamed Location,mice,POINT (1.5163643 42.5326055)
Unnamed Location,mice,POINT (1.5165037 42.5325897)
Unnamed Location,mice,POINT (1.5165131 42.5326282)
Unnamed Location,mice,POINT (1.5165064 42.5326608)
Unnamed Location,mice,POINT (1.5164702 42.532728)
Unnamed Location,mice,POINT (1.5164702 42.5328358)
Unnamed Location,mice,POINT (1.5164555 42.5328911)
Unnamed Location,mice,POINT (1.516324 42.5328644)
Unnamed Location,mice,POINT (1.5179706 42.5330247)
Unnamed Location,mice,POINT (1.5180075 42.5329333)
Unnamed Location,mice,POINT (1.5181904 42.5329619)
Unnamed Location,mice,POINT (1.518311 42.5332074)
Unnamed Location,mice,POINT (1.5182009 42.5332347)
Unnamed Location,mice,POINT (1.5179882 42.532981)
Unnamed Location,mice,POINT (1.5180418 42.5330466)
Unnamed Location,mice,POINT (1.5164425 42.5337957)
Unnamed Location,mice,POINT (1.5165693 42.5336962)
Unnamed Location,mice,POINT (1.5164577 42.5335834)
Unnamed Location,mice,POINT (1.516386 42.533622)
Unnamed Location,mice,POINT (1.5164177 42.5336535)
Unnamed Location,mice,POINT (1.5163377 42.533751)
Unnamed Location,mice,POINT (1.520677 42.5028381)
Unnamed Location,mice,POINT (1.5206731 42.5027984)
Unnamed Location,mice,POINT (1.5206828 42.5027813)
Unnamed Location,mice,POINT (1.5209716 42.5026791)
Unnamed Location,mice,POINT (1.5211873 42.5026195)
Unnamed Location,mice,POINT (1.5213933 42.5027615)
Unnamed Location,mice,POINT (1.5216109 42.5029361)
Unnamed Location,mice,POINT (1.5216764 42.5030085)
Unnamed Location,mice,POINT (1.5215859 42.5030411)
Unnamed Location,mice,POINT (1.5216783 42.5031235)
Unnamed Location,mice,POINT (1.5217246 42.5031945)
Unnamed Location,mice,POINT (1.5217246 42.503247)
Unnamed Location,mice,POINT (1.5216937 42.5032796)
Unnamed Location,mice,POINT (1.5216117 42.5033166)
Unnamed Location,mice,POINT (1.5214951 42.5031425)
Unnamed Location,mice,POINT (1.5212104 42.5032498)
Unnamed Location,mice,POINT (1.5210294 42.5030667)
Unnamed Location,mice,POINT (1.5208214 42.5029375)
Unnamed Location,mice,POINT (1.521301 42.5032131)
Unnamed Location,mice,POINT (1.5215633 42.5032444)
Unnamed Location,mice,POINT (1.5286458 42.4997459)
Unnamed Location,mice,POINT (1.530235 42.499657)
Unnamed Location,mice,POINT (1.5303594 42.4996916)
Unnamed Location,mice,POINT (1.5301981 42.4997933)
Unnamed Location,mice,POINT (1.530484 42.4998032)
Unnamed Location,mice,POINT (1.5304206 42.4999237)
Unnamed Location,mice,POINT (1.5306226 42.4999323)
Unnamed Location,mice,POINT (1.5305574 42.4999934)
Unnamed Location,mice,POINT (1.5306643 42.5000411)
Unnamed Location,mice,POINT (1.5305285 42.5001222)
Unnamed Location,mice,POINT (1.5306053 42.5001329)
Unnamed Location,mice,POINT (1.5304073 42.5001427)
Unnamed Location,mice,POINT (1.5306186 42.5002042)
Unnamed Location,mice,POINT (1.5304473 42.5002731)
Unnamed Location,mice,POINT (1.5306231 42.5003404)
Unnamed Location,mice,POINT (1.5305152 42.5003929)
Unnamed Location,mice,POINT (1.5306175 42.500424)
Unnamed Location,mice,POINT (1.5305608 42.5004626)
Unnamed Location,mice,POINT (1.530482 42.4985542)
Unnamed Location,mice,POINT (1.5305889 42.4985704)
Unnamed Location,mice,POINT (1.5306157 42.4985809)
Unnamed Location,mice,POINT (1.5306833 42.498611)
Unnamed Location,mice,POINT (1.5307132 42.4986273)
Unnamed Location,mice,POINT (1.5307761 42.4986783)
Unnamed Location,mice,POINT (1.5307887 42.4986969)
Unnamed Location,mice,POINT (1.5308155 42.4987688)
Unnamed Location,mice,POINT (1.5308202 42.4987908)
Unnamed Location,mice,POINT (1.5308355 42.4988393)
Unnamed Location,mice,POINT (1.5308124 42.4988798)
Unnamed Location,mice,POINT (1.5306935 42.4989336)
Unnamed Location,mice,POINT (1.5286923 42.4997873)
Unnamed Location,mice,POINT (1.5286776 42.5000247)
Unnamed Location,mice,POINT (1.5286528 42.5000365)
Unnamed Location,mice,POINT (1.5287286 42.5002846)
Unnamed Location,mice,POINT (1.5287785 42.5002824)
Unnamed Location,mice,POINT (1.5287058 42.5000206)
Unnamed Location,mice,POINT (1.5287263 42.4997489)
Unnamed Location,mice,POINT (1.5288055 42.4997115)
Unnamed Location,mice,POINT (1.528865 42.4996973)
Unnamed Location,mice,POINT (1.5289071 42.4996907)
Unnamed Location,mice,POINT (1.5289347 42.4996907)
Unnamed Location,mice,POINT (1.528912 42.4996422)
Unnamed Location,mice,POINT (1.5288183 42.499651)
Unnamed Location,mice,POINT (1.5304611 42.5002975)
Unnamed Location,mice,POINT (1.5304208 42.5001868)
Unnamed Location,mice,POINT (1.526879 42.5058813)
Unnamed Location,mice,POINT (1.5269311 42.5059517)
Unnamed Location,mice,POINT (1.5218132 42.5060997)
Unnamed Location,mice,POINT (1.5224931 42.5062622)
Unnamed Location,mice,POINT (1.5230666 42.505061)
Unnamed Location,mice,POINT (1.5219628 42.5054594)
Unnamed Location,mice,POINT (1.5248204 42.5083893)
Unnamed Location,mice,POINT (1.5246163 42.508696)
Unnamed Location,mice,POINT (1.5247732 42.5084716)
Unnamed Location,mice,POINT (1.5251404 42.5085475)
Unnamed Location,mice,POINT (1.5261802 42.5086626)
Unnamed Location,mice,POINT (1.5264737 42.5088127)
Unnamed Location,mice,POINT (1.5263436 42.5088997)
Unnamed Location,mice,POINT (1.5261773 42.5088582)
Unnamed Location,mice,POINT (1.5259963 42.5088127)
Unnamed Location,mice,POINT (1.5258246 42.5088077)
Unnamed Location,mice,POINT (1.525602 42.5088354)
Unnamed Location,mice,POINT (1.5253298 42.5088453)
Unnamed Location,mice,POINT (1.5249838 42.5087801)
Unnamed Location,mice,POINT (1.5254837 42.5086184)
Unnamed Location,mice,POINT (1.5255185 42.5085334)
Unnamed Location,mice,POINT (1.5264778 42.5086832)
Unnamed Location,mice,POINT (1.5266977 42.508697)
Unnamed Location,mice,POINT (1.5267647 42.5088374)
Unnamed Location,mice,POINT (1.5269163 42.508701)
Unnamed Location,mice,POINT (1.5269176 42.5088404)
Unnamed Location,mice,POINT (1.5238849 42.5050215)
Unnamed Location,mice,POINT (1.5239247 42.504946)
Unnamed Location,mice,POINT (1.5243991 42.5050383)
Unnamed Location,mice,POINT (1.5243194 42.5052577)
Unnamed Location,mice,POINT (1.5242938 42.5052886)
Unnamed Location,mice,POINT (1.5241429 42.5051621)
Unnamed Location,mice,POINT (1.5220664 42.5061329)
Unnamed Location,mice,POINT (1.5220562 42.5061728)
Unnamed Location,mice,POINT (1.5244857 42.5062925)
Unnamed Location,mice,POINT (1.5245562 42.5064594)
Unnamed Location,mice,POINT (1.5247999 42.5065075)
Unnamed Location,mice,POINT (1.5247961 42.5065161)
Unnamed Location,mice,POINT (1.5249496 42.5065429)
Unnamed Location,mice,POINT (1.5249472 42.5065486)
Unnamed Location,mice,POINT (1.5249601 42.5065516)
Unnamed Location,mice,POINT (1.5243577 42.5051404)
Unnamed Location,mice,POINT (1.5249227 42.5066639)
Unnamed Location,mice,POINT (1.5248782 42.5067672)
Unnamed Location,mice,POINT (1.524889 42.506793)
Unnamed Location,mice,POINT (1.5248499 42.5068844)
Unnamed Location,mice,POINT (1.5262987 42.5072211)
Unnamed Location,mice,POINT (1.5266818 42.5072558)
Unnamed Location,mice,POINT (1.5259409 42.5078413)
Unnamed Location,mice,POINT (1.5262872 42.5079379)
Unnamed Location,mice,POINT (1.5267522 42.5053176)
Unnamed Location,mice,POINT (1.5267343 42.5053936)
Unnamed Location,mice,POINT (1.5268914 42.5054137)
Unnamed Location,mice,POINT (1.5268769 42.505475)
Unnamed Location,mice,POINT (1.5268523 42.5055102)
Unnamed Location,mice,POINT (1.526828 42.5055592)
Unnamed Location,mice,POINT (1.5231809 42.5093612)
Unnamed Location,mice,POINT (1.522985 42.5094393)
Unnamed Location,mice,POINT (1.5227897 42.5090242)
Unnamed Location,mice,POINT (1.5225534 42.5091436)
Unnamed Location,mice,POINT (1.5229108 42.509301)
Unnamed Location,mice,POINT (1.5224303 42.509216)
Unnamed Location,mice,POINT (1.5225705 42.5092737)
Unnamed Location,mice,POINT (1.5228883 42.5094354)
Unnamed Location,mice,POINT (1.5227963 42.509246)
Unnamed Location,mice,POINT (1.5228204 42.5091827)
Unnamed Location,mice,POINT (1.5230321 42.5094425)
Unnamed Location,mice,POINT (1.5227613 42.5091665)
Unnamed Location,mice,POINT (1.526936 42.5058514)
Unnamed Location,mice,POINT (1.5204385 42.5050388)
Unnamed Location,mice,POINT (1.5211697 42.5048307)
Unnamed Location,mice,POINT (1.5249592 42.5084254)
Unnamed Location,mice,POINT (1.5204948 42.5045261)
Unnamed Location,mice,POINT (1.5268096 42.5056132)
Unnamed Location,mice,POINT (1.5267785 42.5056799)
Unnamed Location,mice,POINT (1.5269732 42.5054671)
Unnamed Location,mice,POINT (1.5268799 42.5054625)
Unnamed Location,mice,POINT (1.5221533 42.5049485)
Unnamed Location,mice,POINT (1.5226604 42.5049853)
Unnamed Location,mice,POINT (1.5234452 42.507513)
Unnamed Location,mice,POINT (1.5232734 42.5075418)
Unnamed Location,mice,POINT (1.5232379 42.5075568)
Unnamed Location,mice,POINT (1.5234866 42.5074983)
Unnamed Location,mice,POINT (1.5231643 42.5074734)
Unnamed Location,mice,POINT (1.523431 42.5073551)
Unnamed Location,mice,POINT (1.5235294 42.5074831)
Unnamed Location,mice,POINT (1.5234811 42.5074203)
Unnamed Location,mice,POINT (1.5245323 42.5059981)
Unnamed Location,mice,POINT (1.5246876 42.506154)
Unnamed Location,mice,POINT (1.5248601 42.5062942)
Unnamed Location,mice,POINT (1.5250968 42.5064394)
Unnamed Location,mice,POINT (1.525579 42.5066399)
Unnamed Location,mice,POINT (1.5243841 42.5067149)
Unnamed Location,mice,POINT (1.5244093 42.5066661)
Unnamed Location,mice,POINT (1.5245532 42.506346)
Unnamed Location,mice,POINT (1.5248756 42.5066462)
Unnamed Location,mice,POINT (1.5248522 42.5066523)
Unnamed Location,mice,POINT (1.5247683 42.5068179)
Unnamed Location,mice,POINT (1.5247683 42.5068563)
Unnamed Location,mice,POINT (1.524794 42.5067591)
Unnamed Location,mice,POINT (1.5244336 42.506611)
Unnamed Location,mice,POINT (1.5248266 42.5066845)
Unnamed Location,mice,POINT (1.5247744 42.5068683)
Unnamed Location,mice,POINT (1.5249317 42.5066427)
Unnamed Location,mice,POINT (1.524899 42.506772)
Unnamed Location,mice,POINT (1.5245987 42.5063573)
Unnamed Location,mice,POINT (1.5249189 42.5064327)
Unnamed Location,mice,POINT (1.524996 42.5064797)
Unnamed Location,mice,POINT (1.5251901 42.506481)
Unnamed Location,mice,POINT (1.5251587 42.5065637)
Unnamed Location,mice,POINT (1.5251184 42.5065489)
Unnamed Location,mice,POINT (1.5249474 42.5064006)
Unnamed Location,mice,POINT (1.5246088 42.5063054)
Unnamed Location,mice,POINT (1.5244357 42.5060485)
Unnamed Location,mice,POINT (1.524569 42.5063134)
Unnamed Location,mice,POINT (1.524295 42.5066909)
Unnamed Location,mice,POINT (1.5252575 42.5066102)
Unnamed Location,mice,POINT (1.5255548 42.5066302)
Unnamed Location,mice,POINT (1.525645 42.5066618)
Unnamed Location,mice,POINT (1.5256247 42.5067826)
Unnamed Location,mice,POINT (1.5252359 42.5067535)
Unnamed Location,mice,POINT (1.5248655 42.5083012)
Unnamed Location,mice,POINT (1.5250044 42.5083373)
Unnamed Location,mice,POINT (1.5261972 42.5086238)
Unnamed Location,mice,POINT (1.5262986 42.50865)
Unnamed Location,mice,POINT (1.526595 42.5086933)
Unnamed Location,mice,POINT (1.5256458 42.5085601)
Unnamed Location,mice,POINT (1.5254201 42.5086052)
Unnamed Location,mice,POINT (1.5269167 42.5087456)
Unnamed Location,mice,POINT (1.5204575 42.5049798)
Unnamed Location,mice,POINT (1.5207346 42.5050156)
Unnamed Location,mice,POINT (1.5207538 42.5049541)
Unnamed Location,mice,POINT (1.5211273 42.5050013)
Unnamed Location,mice,POINT (1.5231025 42.5094099)
Unnamed Location,mice,POINT (1.5228117 42.5090612)
Unnamed Location,mice,POINT (1.5228409 42.5092868)
Unnamed Location,mice,POINT (1.5231555 42.5093791)
Unnamed Location,mice,POINT (1.5228926 42.5094356)
Unnamed Location,mice,POINT (1.5225039 42.5091727)
Unnamed Location,mice,POINT (1.5246728 42.5086152)
Unnamed Location,mice,POINT (1.5222297 42.5049026)
Unnamed Location,mice,POINT (1.5204536 42.5045097)
Unnamed Location,mice,POINT (1.5207769 42.5062301)
Unnamed Location,mice,POINT (1.5213557 42.5065632)
Unnamed Location,mice,POINT (1.5215346 42.5064909)
Unnamed Location,mice,POINT (1.5215153 42.5063591)
Unnamed Location,mice,POINT (1.5213923 42.5062244)
Unnamed Location,mice,POINT (1.5209519 42.5060287)
Unnamed Location,mice,POINT (1.5255145 42.5085432)
Unnamed Location,mice,POINT (1.5269419 42.5054656)
Unnamed Location,mice,POINT (1.5269234 42.5053347)
Unnamed Location,mice,POINT (1.5274623 42.5066645)
Unnamed Location,mice,POINT (1.5279433 42.5072214)
Unnamed Location,mice,POINT (1.5281091 42.5072699)
Unnamed Location,mice,POINT (1.5282238 42.5072575)
Unnamed Location,mice,POINT (1.5286923 42.5068997)
Unnamed Location,mice,POINT (1.5282447 42.5065979)
Unnamed Location,mice,POINT (1.5284692 42.5064435)
Unnamed Location,mice,POINT (1.5281627 42.5059758)
Unnamed Location,mice,POINT (1.5274695 42.5058327)
Unnamed Location,mice,POINT (1.5274346 42.5059156)
Unnamed Location,mice,POINT (1.5270875 42.5057774)
Unnamed Location,mice,POINT (1.5308063 42.5057027)
Unnamed Location,mice,POINT (1.5311121 42.5053338)
Unnamed Location,mice,POINT (1.5318894 42.5057192)
Unnamed Location,mice,POINT (1.5329866 42.5066101)
Unnamed Location,mice,POINT (1.5335004 42.5067411)
Unnamed Location,mice,POINT (1.5325354 42.5062895)
Unnamed Location,mice,POINT (1.5327572 42.5065834)
Unnamed Location,mice,POINT (1.5322962 42.50659)
Unnamed Location,mice,POINT (1.5324516 42.5065828)
Unnamed Location,mice,POINT (1.5325618 42.5088934)
Unnamed Location,mice,POINT (1.532974 42.5092099)
Unnamed Location,mice,POINT (1.5322635 42.5088699)
Unnamed Location,mice,POINT (1.5323808 42.5095521)
Unnamed Location,mice,POINT (1.5325536 42.5094862)
Unnamed Location,mice,POINT (1.533455 42.5087037)
Unnamed Location,mice,POINT (1.5332132 42.5086878)
Unnamed Location,mice,POINT (1.5325328 42.5090887)
Unnamed Location,mice,POINT (1.5317219 42.5091737)
Unnamed Location,mice,POINT (1.5321874 42.5093336)
Unnamed Location,mice,POINT (1.5334619 42.5092442)
Unnamed Location,mice,POINT (1.5332068 42.5087849)
Unnamed Location,mice,POINT (1.5293755 42.5093513)
Unnamed Location,mice,POINT (1.5306575 42.5095214)
Unnamed Location,mice,POINT (1.5300077 42.5097366)
Unnamed Location,mice,POINT (1.5304512 42.5097712)
Unnamed Location,mice,POINT (1.5303657 42.5095081)
Unnamed Location,mice,POINT (1.5319052 42.5056851)
Unnamed Location,mice,POINT (1.5299635 42.5094304)
Unnamed Location,mice,POINT (1.5306573 42.5095563)
Unnamed Location,mice,POINT (1.529681 42.5092644)
Unnamed Location,mice,POINT (1.5295423 42.5092034)
Unnamed Location,mice,POINT (1.5302142 42.5094946)
Unnamed Location,mice,POINT (1.5306575 42.5095843)
Unnamed Location,mice,POINT (1.5305162 42.5097131)
Unnamed Location,mice,POINT (1.527242 42.5063721)
Unnamed Location,mice,POINT (1.5278362 42.5072101)
Unnamed Location,mice,POINT (1.530195 42.5051472)
Unnamed Location,mice,POINT (1.5299226 42.5051496)
Unnamed Location,mice,POINT (1.529871 42.5052948)
Unnamed Location,mice,POINT (1.530759 42.505293)
Unnamed Location,mice,POINT (1.5308434 42.5053318)
Unnamed Location,mice,POINT (1.5301028 42.5053474)
Unnamed Location,mice,POINT (1.5309069 42.5054226)
Unnamed Location,mice,POINT (1.5300421 42.5055243)
Unnamed Location,mice,POINT (1.5300726 42.5055509)
Unnamed Location,mice,POINT (1.5307799 42.5056772)
Unnamed Location,mice,POINT (1.5307624 42.505696)
Unnamed Location,mice,POINT (1.5327155 42.5059497)
Unnamed Location,mice,POINT (1.5333719 42.5060793)
Unnamed Location,mice,POINT (1.533319 42.5062251)
Unnamed Location,mice,POINT (1.5282514 42.5078734)
Unnamed Location,mice,POINT (1.5302417 42.5064585)
Unnamed Location,mice,POINT (1.527847 42.5049172)
Unnamed Location,mice,POINT (1.5279027 42.5047709)
Unnamed Location,mice,POINT (1.5279873 42.5047884)
Unnamed Location,mice,POINT (1.5279645 42.5048459)
Unnamed Location,mice,POINT (1.5284805 42.504952)
Unnamed Location,mice,POINT (1.5283768 42.5052247)
Unnamed Location,mice,POINT (1.5281386 42.5051753)
Unnamed Location,mice,POINT (1.528191 42.505038)
Unnamed Location,mice,POINT (1.5282099 42.5049907)
Unnamed Location,mice,POINT (1.5281533 42.5049806)
Unnamed Location,mice,POINT (1.5283799 42.5062582)
Unnamed Location,mice,POINT (1.5283258 42.5066526)
Unnamed Location,mice,POINT (1.53316 42.5091318)
Unnamed Location,mice,POINT (1.5333641 42.5090681)
Unnamed Location,mice,POINT (1.5335315 42.5097783)
Unnamed Location,mice,POINT (1.5334084 42.5097533)
Unnamed Location,mice,POINT (1.5331741 42.509691)
Unnamed Location,mice,POINT (1.5329833 42.5096536)
Unnamed Location,mice,POINT (1.5327998 42.5096429)
Unnamed Location,mice,POINT (1.5326863 42.5096358)
Unnamed Location,mice,POINT (1.5325824 42.5096145)
Unnamed Location,mice,POINT (1.5324448 42.5095878)
Unnamed Location,mice,POINT (1.5323444 42.5095693)
Unnamed Location,mice,POINT (1.533214 42.508798)
Unnamed Location,mice,POINT (1.5326692 42.5059384)
Unnamed Location,mice,POINT (1.5327524 42.5057713)
Unnamed Location,mice,POINT (1.5330984 42.5058653)
Unnamed Location,mice,POINT (1.5331131 42.5059078)
Unnamed Location,mice,POINT (1.5333317 42.5059799)
Unnamed Location,mice,POINT (1.5318695 42.5091866)
Unnamed Location,mice,POINT (1.5318625 42.5092419)
Unnamed Location,mice,POINT (1.5320747 42.5093071)
Unnamed Location,mice,POINT (1.5320724 42.5093242)
Unnamed Location,mice,POINT (1.5328715 42.5093254)
Unnamed Location,mice,POINT (1.5316965 42.5093205)
Unnamed Location,mice,POINT (1.5317067 42.5093378)
Unnamed Location,mice,POINT (1.5322642 42.5095368)
Unnamed Location,mice,POINT (1.5323867 42.5094948)
Unnamed Location,mice,POINT (1.5326261 42.5094077)
Unnamed Location,mice,POINT (1.5327764 42.5093259)
Unnamed Location,mice,POINT (1.5329311 42.5092259)
